Last Activity;Account Name;Last Modified Date;Parent Account
;Eroski - ABADIÑO;09-01-2024;EROSKI (GRUPO EROSKI)
;Eroski - BILBONDO;09-01-2024;EROSKI (GRUPO EROSKI)
;Eroski - CASTRO;09-01-2024;EROSKI (GRUPO EROSKI)
;Eroski Boulevard;09-01-2024;EROSKI (GRUPO EROSKI)
;Eroski Supermercado Leioa;09-01-2024;EROSKI (GRUPO EROSKI)
09-02-2021;ECI Plaza de Cataluña  - TAX FREE;09-01-2024;El Corte Inglés
;COR - Centro de Ortopedia e Reabilitacao - Faro;31-05-2023;Hospital Particular do Algarve - Faro
;Oficina EMALSA;09-01-2024;EMALSA
;Hospital da Luz - Povoa de Varzim;09-01-2026;LUZ SAUDE ACE
;Hospital da Luz de Coimbra - Clinica da Covilhã;19-04-2023;LUZ SAUDE ACE
;Hospital da Luz Arrábida-Santa Maria da Feira, S.A.;19-04-2023;LUZ SAUDE ACE
;FORUM (DEPORTES EROSKI);09-01-2024;GRUPO EROSKI
;EROSKI BIDAIAK (VIAJES EROSKI);09-01-2024;GRUPO EROSKI
03-11-2020;EROSKI (GRUPO EROSKI);09-01-2024;GRUPO EROSKI
;OFICINA DE RECAUDACION DE AYTO DON BENITO;09-01-2024;AYUNTAMIENTO DE DON BENITO
;VODAFONE ESPAÑA COINV;09-01-2024;VODAFONE ESPAÑA
;VODAFONE ESPAÑA PROPIAS;09-01-2024;VODAFONE ESPAÑA
;Makro - Faro;18-04-2023;MAKRO-CASH & CARRY PORTUGAL S A
;Makro - Albufeira;18-04-2023;MAKRO-CASH & CARRY PORTUGAL S A
;Makro - Braga;18-04-2023;MAKRO-CASH & CARRY PORTUGAL S A
;Makro - Vila Nova de Gaia;18-04-2023;MAKRO-CASH & CARRY PORTUGAL S A
;Makro - Matosinhos;18-04-2023;MAKRO-CASH & CARRY PORTUGAL S A
;Makro - Palmela;18-04-2023;MAKRO-CASH & CARRY PORTUGAL S A
;Makro - Cascais;18-04-2023;MAKRO-CASH & CARRY PORTUGAL S A
;Makro Leiria;18-04-2023;MAKRO-CASH & CARRY PORTUGAL S A
;Makro Coimbra;18-04-2023;MAKRO-CASH & CARRY PORTUGAL S A
;Makro - Alfragide;18-04-2023;MAKRO-CASH & CARRY PORTUGAL S A
;Clinica Cirurgica Joaquim Chaves Carcavelos;15-09-2023;Dr. Joaquim Chaves Laboratório Análises Clínicas
;Clinica Joaquim Chaves - Posto BLC Caldas da Rainha;15-09-2023;Dr. Joaquim Chaves Laboratório Análises Clínicas
;Clinica Joaquim Chaves Ribeira Grande;15-09-2023;Dr. Joaquim Chaves Laboratório Análises Clínicas
;Clinica Joaquim Chaves Ponta Delgada;15-09-2023;Dr. Joaquim Chaves Laboratório Análises Clínicas
;Clinica Joaquim Chaves Miraflores;15-09-2023;Dr. Joaquim Chaves Laboratório Análises Clínicas
;Clinica Joaquim Chaves Moscavide;15-09-2023;Dr. Joaquim Chaves Laboratório Análises Clínicas
;Clinica Joaquim Chaves - Entrecampos;15-09-2023;Dr. Joaquim Chaves Laboratório Análises Clínicas
;Joaquim Chaves - Benfica;15-09-2023;Dr. Joaquim Chaves Laboratório Análises Clínicas
;Joaquim Chaves - Cacém;15-09-2023;Dr. Joaquim Chaves Laboratório Análises Clínicas
02-06-2022;Joaquim Chaves Clínicas Médicas Ambulatório - Carnaxide;15-09-2023;Dr. Joaquim Chaves Laboratório Análises Clínicas
;Joaquim Chaves - Amadora;15-09-2023;Dr. Joaquim Chaves Laboratório Análises Clínicas
;Hospital da Luz - Clínica de Oeiras, S.A._não usar;14-11-2023;Hospital da Luz - Clínica de Oeiras, S.A.
;Uni.Local Saude Castelo Branco_Konica;25-05-2023;Konica Minolta
;Centre de Telecomunicacions i Tecnologies de la Informació de Catalunya (CTTI);09-01-2024;Generalitat de Catalunya
;Servei Públic d'Ocupació de Catalunya (SOC);09-01-2024;Generalitat de Catalunya
;Auchan - Viseu;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Évora;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Figueira da Foz;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Amadora (UBBO);05-05-2026;Auchan Portugal Hipermercados SA
;Auchan - Gaia;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Castelo Branco;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Caldas da Rainha;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Matosinhos;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Aveiro;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Alfragide;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Almada Forum;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Mercado de Faro;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Alverca;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Setubal;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Vila do Conde;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Cascais;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Sintra;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Vila Real;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Coina;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Guimarães;01-08-2024;Auchan Portugal Hipermercados SA
;Auchan - Santo Tirso;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Portimão;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Lagoa;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Olhão;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Faro;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Coimbra;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Maia;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Famalicão;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Canidelo;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Eiras;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Carregado;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Vila Nova de Gaia;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Paço de Arcos;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Amoreiras;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Gondomar;04-06-2025;Auchan Portugal Hipermercados SA
;Auchan - Torres Vedras;04-06-2025;Auchan Portugal Hipermercados SA
23-06-2021;Recheio - Cash & Carry S.A;18-04-2023;Grupo Jerónimo Martins
;Jerónimo Martins, SGPS, S.A.;18-04-2023;Grupo Jerónimo Martins
24-06-2022;Pingo Doce;18-04-2023;Grupo Jerónimo Martins
;UNILABS - CIMB-Centro de Imagem Médica de Barcelos;18-04-2023;Grupo UNILABS
24-09-2024;UNILABS;21-04-2026;Grupo UNILABS
;Tecnifar - Industria Tecnica Farmaceutica SA (IMAG);11-09-2024;Grupo UNILABS
08-08-2019;Ginoeco Serviços Medicos de Imagem SA;11-09-2024;Grupo UNILABS
;Gaer - Instituto Médico de Radiologia Clínica, S.A.;11-09-2024;Grupo UNILABS
08-06-2021;Joaquim Chaves, Clínicas Médicas, S.A;20-04-2023;Joaquim Chaves Saúde
15-01-2024;Laboratório Joaquim Chaves Moçambique, Lda.;20-04-2023;Joaquim Chaves Saúde
22-09-2023;Dr. Joaquim Chaves Laboratório Análises Clínicas;15-09-2023;Joaquim Chaves Saúde
;Joaquim Chaves Sintra;15-09-2023;Joaquim Chaves Clínicas Médicas Ambulatório - Carnaxide
;Media Markt Aveiro-Produtos Informaticos e Electronicos;20-04-2023;Grupo Media Markt
11-04-2023;Media Saturn - Serviços Apoio Administrativo, Lda.;20-04-2023;Grupo Media Markt
;Media Markt Alfragide, Lda.;20-04-2023;Grupo Media Markt
;Escala Braga - Hospital de Braga;18-04-2023;Hospital de Braga, EPE ( Ex Escala Braga)
;Abriconsulting Lda;11-04-2023;AbriSaúde Clínica
;E-Redes - Loures (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes Lisboa - Anular;17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes Lisboa (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Vila Real (Grupoo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Viana do Castelo (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Braga (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Bragança (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Coimbra - Edif. Arregaça (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Viseu - Repeses (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Guarda - R. Dra. Evelina Coelho (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Castelo Branco (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Santarém (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Portalegre (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Maia - Av. António Santos Leite (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Leiria (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Aveiro (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Porto (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Faro (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Évora - Dr. Barros Oura (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Beja (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Setúbal (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Laranjeiro (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Sintra (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;E-Redes - Guimarães (Grupo EDP);17-07-2024;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP)
;Loomis - Estação Carris Santo Amaro;18-04-2023;Loomis - Carris
;Loomis - Estação Carris Colégio Militar;18-04-2023;Loomis - Carris
;Loomis - Estação Carris Miraflores;18-04-2023;Loomis - Carris
;Loomis - Estação Carris Arco do Cego;01-06-2023;Loomis - Carris
;Loomis - Estação Carris Cabo Ruivo;18-04-2023;Loomis - Carris
;Loomis - Estação Carris Musgueira;18-04-2023;Loomis - Carris
;Loomis - Estação Carris Pontinha;18-04-2023;Loomis - Carris
;Clinica Joaquim Chaves Moçambique (24 de Julho);20-04-2023;Laboratório Joaquim Chaves Moçambique, Lda.
;Clinica Joaquim Chaves Matola (Maputo);20-04-2023;Laboratório Joaquim Chaves Moçambique, Lda.
;Joaquim Chaves Moçambique Maputo Triunfo;20-04-2023;Laboratório Joaquim Chaves Moçambique, Lda.
17-02-2020;Joaquim Chaves - Posto Colheitas Maputo;20-04-2023;Laboratório Joaquim Chaves Moçambique, Lda.
;SU ELECTRICIDADE- Loja Cidadão Laranjeiras;14-04-2025;SU ELETRICIDADE, S.A. (Grupo EDP)
;SU ELETRICIDADE - Leiria (Grupo EDP);18-04-2023;SU ELETRICIDADE, S.A. (Grupo EDP)
;SU ELETRICIDADE, S.A. - Faro (Grupo EDP);18-04-2023;SU ELETRICIDADE, S.A. (Grupo EDP)
;SU ELETRICIDADE, S.A. - Santarém (Grupo EDP);18-04-2023;SU ELETRICIDADE, S.A. (Grupo EDP)
;SU ELETRICIDADE, S.A. - Portalegre (Grupo EDP);18-04-2023;SU ELETRICIDADE, S.A. (Grupo EDP)
;SU ELETRICIDADE, S.A. - Guarda (Grupo EDP);18-04-2023;SU ELETRICIDADE, S.A. (Grupo EDP)
;SU ELETRICIDADE, S.A. - Viseu (Grupo EDP);18-04-2023;SU ELETRICIDADE, S.A. (Grupo EDP)
;SU ELETRICIDADE, S.A. - Coimbra (Grupo EDP);18-04-2023;SU ELETRICIDADE, S.A. (Grupo EDP)
;SU ELETRICIDADE, S.A. - Aveiro (Grupo EDP);18-04-2023;SU ELETRICIDADE, S.A. (Grupo EDP)
;SU ELETRICIDADE, S.A. - Vila Real (Grupo EDP);18-04-2023;SU ELETRICIDADE, S.A. (Grupo EDP)
;SU ELETRICIDADE, S.A. - Bragança (Grupo EDP);18-04-2023;SU ELETRICIDADE, S.A. (Grupo EDP)
;SU ELETRICIDADE, S.A. - Viana do Castelo (Grupo EDP);18-04-2023;SU ELETRICIDADE, S.A. (Grupo EDP)
;SU ELETRICIDADE, S.A. - Braga (Grupo EDP);18-04-2023;SU ELETRICIDADE, S.A. (Grupo EDP)
;SU ELETRICIDADE, S.A. - Évora - R.Chartres (Grupo EDP);18-04-2023;SU ELETRICIDADE, S.A. (Grupo EDP)
;SU ELETRICIDADE, S.A. - Beja (Grupo EDP);18-04-2023;SU ELETRICIDADE, S.A. (Grupo EDP)
;SU ELETRICIDADE, S.A. - Setúbal (Grupo EDP);18-04-2023;SU ELETRICIDADE, S.A. (Grupo EDP)
;SU ELETRICIDADE, S.A. - Castelo Branco (Grupo EDP);18-04-2023;SU ELETRICIDADE, S.A. (Grupo EDP)
;SU ELETRICIDADE, S.A. - Porto - Loja do Cidadão (Grupo EDP);18-04-2023;SU ELETRICIDADE, S.A. (Grupo EDP)
;Hospital Particular de Almada;12-03-2024;Glintt- Healthcare Solutions, SA
;EPAL - Sede;11-04-2023;EPAL
;EPAL - Loja Cidadão Laranjeiras;11-04-2023;EPAL
;Viva Mais Laranjeiras;20-04-2023;Quirónprevención ( Ex - VivaMais ) Grupo Trivalor
;PSCU - Credit Union;16-06-2023;Diamond Systems & Supplies Ltd
;Germano de Sousa_Rio Maior;04-03-2026;Germano de Sousa Sede
;Germano de Sousa - Cobre Cascais;20-04-2023;Germano de Sousa Sede
;Germano de Sousa Parceiro Ivirma;20-04-2023;Germano de Sousa Sede
;Germano de Sousa Clinica de Telheiras;20-04-2023;Germano de Sousa Sede
;Germano Sousa - Centro Congressos Estoril;20-04-2023;Germano de Sousa Sede
;Intermarche S. Domingos de Rana;18-04-2023;Intermarché
;NÃO USAR - Germano de Sousa_Clínica de Rio Maior;18-04-2023;Grupo Germano de Sousa
03-08-2022;Germano de Sousa Porto;18-04-2023;Grupo Germano de Sousa
25-07-2024;Germano de Sousa Sede;20-04-2023;Grupo Germano de Sousa
;CM Mafra - Escola EB1 Encarnação;10-09-2024;CM Mafra
;CM Mafra - Escola EB1 Santo Isidoro (Lagoa);10-09-2024;CM Mafra
;CM Mafra - Escola EB1 de Igreja Nova;10-09-2024;CM Mafra
;CM Mafra - Escola EB1 São Miguel do Milharado;10-09-2024;CM Mafra
;CM Mafra - Escola EB1  Artur Patrocínio (Azueira);10-09-2024;CM Mafra
;CM Mafra - Escola EB1 Venda do Pinheiro;10-09-2024;CM Mafra
;Be Water - Águas de Ourém;06-08-2020;Be Water
;Novo Verde - Minipreço Ericeira;13-05-2024;Novo Verde
;Novo Verde - Pingo Doce Mafra;13-05-2024;Novo Verde
;APIAM - Pingo Doce Graça;11-08-2022;APIAM - PROBEB
;APIAM - Pingo Doce Olivais Oriente;11-08-2022;APIAM - PROBEB
;APIAM - Mercado Municipal Benfica;11-08-2022;APIAM - PROBEB
;APIAM - Pingo Doce João Saraiva;11-08-2022;APIAM - PROBEB
;APIAM - Pingo Doce Telheiras;11-08-2022;APIAM - PROBEB
;APIAM - Supercor Restelo;11-08-2022;APIAM - PROBEB
;APIAM - Continente Bom Dia Belém;11-08-2022;APIAM - PROBEB
;APIAM - Continente Modelo Lumiar;11-08-2022;APIAM - PROBEB
;APIAM - Continente Modelo Marechal;11-08-2022;APIAM - PROBEB
;APIAM - Auchan Amoreiras;11-08-2022;APIAM - PROBEB
;APIAM - LIDL Penha de França;11-08-2022;APIAM - PROBEB
;Continente Bom Dia Defensores de Chaves;11-04-2023;SONAE - Modelo e Continente Hipermercados
;Hospital CUF Açores;25-10-2023;Hospital Internacional dos Açores
;teste,,;08-10-2025;test
;(NAO USAR);08-10-2025;test
;testefff;08-10-2025;test
;1234 ERRO;08-10-2025;test
15-04-2024;SU ELETRICIDADE, S.A. (Grupo EDP);18-04-2023;Grupo EDP
25-09-2025;E-Redes - Distribuição de Eletricidade, S.A  (Grupo EDP);17-07-2024;Grupo EDP
24-11-2023;EDP Comercial - Comercialização de Energia, S.A.;15-07-2024;Grupo EDP
;Corvo_RVM_COR_01;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;São Miguel, Rabo de Peixe_RVM_SMG_05;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;São Miguel_Ginetes_RVM_SMG_02;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;Terceira_São Sebastião_RVM_TER_02;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;Pico_Lajes do Pico_RVM_PIC_03;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;Faial_Horta_RVM_FAI_02;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;Faial_Horta_RVM_FAI_01;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;São Miguel_São Vicente_RVM_SMG_03;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;São Miguel_Nordeste_RVM_SMG_09;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;Flores_Lajes_RVM_FLO_02;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;São Miguel_Vila Franca do Campo_RVM_SMG_07;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;Terceira_Biscoitos_RVM_TER_03;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;São Miguel_Lagoa_RVM_SMG_06;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;Pico_São Roque_RVM_PIC_02;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;São Miguel_Ribeira Grande_RVM_SMG_04;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;Flores_Santa Cruz_RVM_FLO_01;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;Terceira_Praia da Vitória_RVM_TER_04;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;Santa Maria -Vila do Porto RVM_SMA_01;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;São Jorge_Velas_RVM_SJR_01;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;Mercado Municipal da Madalena_Pico_RVM_PIC_01;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;São Miguel_Povoação_RVM_SMG_08;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;Terceira_Mercado de Angra Heroismo_RVM_TER_01;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;Graciosa_Santa Cruz_RVM_GRA_01;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;São Jorge_Calheta_RVM_SJR_02;27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;Ponta Delgada_Mercado da Graça (RVM_SMG_01);27-03-2024;DRAAC _ Direção Regional do Ambiente e Alterações Climáticas
;Guarda Nacional Republicana - Unidade de Intervenção da Pontinha;18-04-2023;Guarda Nacional Republicana
;Guarda Nacional Republicana - Escola da Guarda Queluz;18-04-2023;Guarda Nacional Republicana
;Guarda Nacional Republicana (Porto);18-04-2023;Guarda Nacional Republicana
;Tetra Pak_Escola Dr. Hernâni Cidade;16-12-2024;Tetra Pak Portugal, S.A.
;Tetrapak_ Escola Manuel Ferreira Patricio – Évora;20-12-2023;Tetra Pak Portugal, S.A.
01-04-2024;Tetrapak_Mercado de Bragança_Residuos do Nordeste;20-12-2023;Tetra Pak Portugal, S.A.
;ITAU – Instituto Técnico de Alimentação Humana;25-01-2024;Trivalor
19-02-2024;Quirónprevención ( Ex - VivaMais ) Grupo Trivalor;20-04-2023;Trivalor
;IKEA BULGARIA;29-12-2023;TELESPRINT
;IEFP - Centro de Emprego e Formação Profissional de Vila Real de Santo Antonio;16-08-2024;IEFP - Centro de Emprego e Formação Profissional de Vila Real
;Clinica ACS;18-05-2023;Tirion – Portugal Works Management, Lda_ NAO USAR
;Havas - EDP COmercial AE Póvoa de Varzim;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Braga;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Matosinhos;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Viana do Castelo;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Famalicão;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Porto;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Gaia;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP COmercial Gaia;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Feira;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Maia;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Porto Boavista;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial São João da Madeira;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Aveiro;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Ovar;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP COmercial AE Cantanhede;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Figueira da Foz;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Valongo;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Guimarães;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Vila Real;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Chaves;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Bragança;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Loulé;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Albufeira;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Faro;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Portalegre;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Porto Antas;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas  - EDP Comercial Beja;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Portimão;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas  - EPD Comercial AE Marco Canaveses;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Évora;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Santarém;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Tomar;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Viseu;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDp Comercial Guarda;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Gondomar;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Torres Novas;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Leiria;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Penafiel;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Alcobaça;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Setubal;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Covilhã;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Pinhal Novo;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Seixal_não usar;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDp Comercial Laranjeiras;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Castelo Branco;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Torres Vedras;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Fafe;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP AE Algés;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDPComercial Almada;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Coimbra;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Cascais;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Montijo;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP AE Vila Franca de Xira;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP AE Odivelas;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Barreiro;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Marvila;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Oeiras;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Sintra;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Amadora;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Loures;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Caldas da Rainha;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
